"","...1","X","Barcode","contig","Region","Type","From","To","Most_smimilar_known_cluster_name","Most_smimilar_known_cluster_type","Similarity_pct","Assembly","kort_navn","Domain","Phylum","Class","Order","Family","Genus","Species","Species_name","duplicate_kort_navn","Species_name_new"
"773",773,1132,61,3,15.1,"opine-like-metallophore",79051,101192,"bacillopaline","Other",100,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"774",774,1133,61,4,16.1,"T3PKS",102248,143336,"Unknown","Unknown",0,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"775",775,1134,61,4,16.2,"terpene",2737,294329,"Unknown","Unknown",0,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"776",776,1135,61,4,16.3,"lassopeptide",51378,537772,"paeninodin","RiPP",100,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"777",777,1136,61,4,16.4,"LAP",1281109,1304643,"Unknown","Unknown",0,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"778",778,1137,61,4,16.5,"terpene",1763388,1785286,"cittilin A/cittilin B","RiPP",11,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"779",779,1138,61,4,16.6,"NI-siderophore",2136056,2151569,"schizokinen","Other",60,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"780",780,1139,61,5,17.1,"betalactone",892,33129,"fengycin","NRP",46,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"781",781,1140,61,8,20.1,"NRPS",380577,44092,"koranimine","NRP",87,"barcode61","(i60)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus butanolivorans","Peribacillus butanolivorans",FALSE,"Peribacillus butanolivorans"
"782",782,1141,62,1,1,"NRPS-like,betalactone",157745,199482,"pyoverdine SMX-1","NRP",12,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"783",783,1142,62,1,2,"NI-siderophore",985093,994887,"Unknown","Unknown",0,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"784",784,1143,62,1,3,"NRPS",1198317,1246536,"empedopeptin","NRP",6,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"785",785,1144,62,1,4,"ranthipeptide",1412044,1433474,"Pf-5 pyoverdine","NRP",12,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"786",786,1145,62,1,5,"betalactone",1536069,1559265,"fengycin","NRP",13,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"787",787,1146,62,1,6,"NRP-metallophore,NRPS-like,NRPS",2100502,2149628,"pseudomonine","NRP",100,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"788",788,1147,62,1,7,"butyrolactone",3114313,3127729,"Unknown","Unknown",0,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"789",789,1148,62,1,8,"NI-siderophore",3889890,3901812,"Unknown","Unknown",0,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"790",790,1149,62,1,9,"RiPP-like",4048005,4057408,"lokisin","NRP",14,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"791",791,1150,62,1,10,"RiPP-like",4084914,4095807,"Unknown","Unknown",0,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"792",792,1151,62,1,11,"redox-cofactor",4957146,4979317,"lankacidin C","NRP+Polyketide",13,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"793",793,1152,62,1,12,"T1PKS",5501909,5544677,"nocuolin A","Other",13,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"794",794,1153,62,1,13,"NRPS-like",5645348,5688818,"nematophin","NRP",13,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"795",795,1154,62,1,14,"arylpolyene",6000632,6044255,"APE Vf","Other",40,"barcode62","(i61)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__","Pseudomonas (i61)",FALSE,"Pseudomonas (i61)"
"796",796,1216,65,102,5.1,"NRPS,butyrolactone,NRPS-like",51194,79123,"virginiamycin S1","NRP+Polyketide",11,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"797",797,1217,65,106,9.1,"NRPS-like,NRPS",1,32043,"lasalocid","Polyketide",13,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"798",798,1218,65,127,32.1,"terpene",18623,39816,"legonindolizidine A6","NRP+Alkaloid",16,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"799",799,1219,65,128,33.1,"lanthipeptide-class-iii",1,22432,"catenulipeptin","RiPP:Lanthipeptide",40,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"800",800,1220,65,134,39.1,"NRPS",1,32152,"Unknown","Unknown",0,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"801",801,1221,65,141,47.1,"lanthipeptide-class-ii",36791,59505,"A-503083 A/A-503083 B/A-503083 E/A-503083 F","NRP",5,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"802",802,1222,65,147,53.1,"NRPS",1,28554,"detoxin N2/detoxin N3","NRP+Polyketide",100,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"803",803,1223,65,154,61.1,"terpene",7372,2951,"TVA-YJ-2","RiPP",26,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"804",804,1224,65,157,64.1,"terpene",1,5463,"2-methylisoborneol","Terpene",100,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"805",805,1225,65,17,78.1,"other",1,20679,"tambjamine BE-18591","Alkaloid+Polyketide",10,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"806",806,1226,65,179,88.1,"lanthipeptide-class-i",1003,24595,"Unknown","Unknown",0,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"807",807,1227,65,180,90.1,"terpene",1,14058,"surugamide A/surugamide D","NRP",9,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"808",808,1228,65,184,94.1,"NRPS-like",1,6674,"antipain","NRP",50,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"809",809,1229,65,187,97.1,"NI-siderophore",1,1378,"Unknown","Unknown",0,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"810",810,1230,65,194,105.1,"T2PKS,RiPP-like,PKS-like,oligosaccharide",1,27896,"aureonuclemycin","Polyketide",34,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"811",811,1231,65,202,115.1,"butyrolactone",4413,15354,"A-201A","Other",6,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"812",812,1232,65,225,138.1,"NRPS",24117,66199,"colibrimycin","NRP+Other",23,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"813",813,1233,65,227,140.1,"T1PKS",1,1573,"linearmycin A/linearmycin B/linearmycin C/linearmycin C","Polyketide:Modular type I polyketide",33,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"814",814,1234,65,235,149.1,"NRPS,NRP-metallophore",1,1442,"coelichelin","NRP",63,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"815",815,1235,65,252,167.1,"T1PKS",1,27666,"streptoseomycin","Polyketide",7,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"816",816,1236,65,253,168.1,"T1PKS",1,8536,"hexacosalactone A","Other",11,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"817",817,1237,65,271,188.1,"NRPS-like,T1PKS",1,15523,"tetramycin B","Polyketide",55,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"818",818,1238,65,283,201.1,"ectoine",76206,8661,"ectoine","Other",100,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"819",819,1239,65,295,213.1,"RiPP-like",18513,2874,"hexacosalactone A","Other",4,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"820",820,1240,65,30,219.1,"terpene",1,15154,"legonindolizidine A6","NRP+Alkaloid",12,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"821",821,1241,65,301,221.1,"T1PKS",7684,49722,"apoptolidin","Polyketide",15,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"822",822,1242,65,310,231.1,"lanthipeptide-class-iii",748,23444,"AmfS","RiPP:Lanthipeptide",80,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"823",823,1243,65,313,234.1,"RiPP-like",10466,21794,"Unknown","Unknown",0,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"824",824,1244,65,34,263.1,"T3PKS",10505,51596,"GE81112","NRP",14,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"825",825,1245,65,348,272.1,"melanin",28635,39159,"istamycin","Saccharide",5,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"826",826,1246,65,357,282.1,"ladderane",1,26979,"colibrimycin","NRP+Other",32,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"827",827,1247,65,364,290.1,"hglE-KS",4951,33444,"hexacosalactone A","Other",4,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"828",828,1248,65,366,292.1,"T3PKS",1,26989,"violapyrone B","Polyketide",28,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"829",829,1249,65,369,295.1,"other",1,17112,"A-503083 A/A-503083 B/A-503083 E/A-503083 F","NRP",9,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"830",830,1250,65,42,310.1,"NRPS-like,NRPS",446,63216,"himastatin","NRP",36,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"831",831,1251,65,51,318.1,"oligosaccharide",1,16817,"prejadomycin/rabelomycin/gaudimycin C/gaudimycin D/UWM6/gaudimycin A","Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide",8,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"832",832,1252,65,53,320.1,"terpene",4477,22511,"pristinol","Terpene",100,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"833",833,1253,65,67,333.1,"melanin",5956,16342,"melanin","Other",28,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"834",834,1254,65,72,339.1,"terpene",1,10596,"hopene","Terpene",53,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"835",835,1255,65,9,358.1,"NRPS,NRPS-like",1,1657,"coelichelin","NRP",36,"barcode65","(i64)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces violascens","Streptomyces violascens",FALSE,"Streptomyces violascens"
"836",836,1256,66,1,1.1,"NRPS,NRPS-like",1,7746,"Unknown","Unknown",0,"barcode66","(i65)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i65)"
"837",837,1257,66,101,4.1,"T1PKS",1,32546,"linearmycin A/linearmycin B/linearmycin C/linearmycin C","Polyketide:Modular type I polyketide",51,"barcode66","(i65)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i65)"
"838",838,1258,66,109,12.1,"terpene",1,18793,"hopene","Terpene",61,"barcode66","(i65)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i65)"
"839",839,1259,66,114,18.1,"T1PKS",1,561,"Unknown","Unknown",0,"barcode66","(i65)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i65)"
"840",840,1260,66,148,54.1,"NI-siderophore",1,8945,"desferrioxamin B","Other",100,"barcode66","(i65)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i65)"
"841",841,1261,66,158,65.1,"NRPS-like",1,10217,"weishanmycin","NRP+Polyketide",25,"barcode66","(i65)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i65)"
